CustomerID,MRR,Seats,Logins,ActiveUsers,SessionMinutes,SatisfactionScore,Cluster,Segment
C1001,278.6,6.0,9.25,4.5,140.0875,6.5,0,High Value
C1002,246.76,4.0,19.727272727272727,12.181818181818182,274.6454545454545,7.0,2,Low Engagement
C1003,278.6,6.0,11.6875,7.25,295.8875,3.0,3,Support Heavy
C1005,618.76,4.0,10.23076923076923,4.6923076923076925,161.69230769230768,6.0,0,High Value
C1006,1618.92,2.0,21.5,12.75,194.55,6.0,2,Low Engagement
C1007,658.68,5.0,5.318181818181818,2.909090909090909,262.67727272727274,8.5,3,Support Heavy
C1008,818.36,9.0,14.090909090909092,9.454545454545455,262.02727272727276,7.5,2,Low Engagement
C1009,2098.6,6.0,12.222222222222221,6.444444444444445,276.29999999999995,5.75,1,Growing Users
C1010,278.6,6.0,13.5,5.5,167.43333333333334,5.333333333333333,0,High Value
C1011,262.68,5.0,4.8,2.4,260.665,4.5,3,Support Heavy
C1012,1978.68,5.0,1.4,0.7,171.53,5.0,0,High Value
C1013,1931.28,11.0,0.0,0.0,242.1,6.0,3,Support Heavy
C1014,68.6,6.0,6.166666666666667,3.6666666666666665,279.0833333333333,6.0,3,Support Heavy
C1015,246.76,4.0,5.083333333333333,2.8333333333333335,263.19166666666666,5.0,3,Support Heavy
C1016,978.04,13.0,3.1666666666666665,1.25,143.39166666666668,6.5,0,High Value
C1017,60.76,4.0,3.4285714285714284,1.8571428571428572,261.31428571428575,4.0,3,Support Heavy
C1018,2098.6,6.0,8.7,5.3,275.96,4.333333333333333,1,Growing Users
C1019,326.36,9.0,16.555555555555557,8.11111111111111,274.7,5.5,2,Low Engagement
C1020,68.6,6.0,7.857142857142857,4.714285714285714,163.57142857142858,5.8,0,High Value
C1021,76.44,8.0,13.2,7.4,246.51500000000001,4.75,2,Low Engagement
C1022,64.68,5.0,2.75,1.0625,238.99375,6.125,3,Support Heavy
C1023,778.44,8.0,2.8,0.8,272.41999999999996,5.8,3,Support Heavy
C1024,246.76,4.0,15.666666666666666,7.333333333333333,256.8,5.5,2,Low Engagement
C1025,262.68,5.0,3.3333333333333335,1.619047619047619,267.2761904761905,4.5,3,Support Heavy
C1026,698.6,6.0,7.75,4.375,150.5125,4.0,0,High Value
C1027,778.44,8.0,3.0,1.6666666666666667,153.11666666666667,7.0,0,High Value
C1028,294.52,7.0,10.842105263157896,6.473684210526316,158.29999999999998,5.0,0,High Value
C1029,698.6,6.0,6.75,2.9166666666666665,264.81666666666666,6.333333333333333,3,Support Heavy
C1030,2458.36,9.0,18.857142857142858,11.0,270.2857142857143,6.0,1,Growing Users
C1033,342.28,10.0,10.428571428571429,6.642857142857143,266.45,5.4,3,Support Heavy
C1035,1978.68,5.0,9.0,5.105263157894737,284.2421052631579,5.571428571428571,1,Growing Users
C1036,80.36,9.0,9.882352941176471,6.0,232.74117647058824,5.833333333333333,3,Support Heavy
C1037,1978.68,5.0,3.8181818181818183,2.090909090909091,173.79090909090908,5.666666666666667,0,High Value
C1038,246.76,4.0,5.071428571428571,2.7142857142857144,134.1357142857143,4.25,0,High Value
C1039,76.44,8.0,3.772727272727273,1.9090909090909092,244.15454545454543,6.5,3,Support Heavy
C1040,326.36,9.0,8.363636363636363,4.545454545454546,231.4181818181818,5.75,3,Support Heavy
C1041,437.8,16.0,8.538461538461538,4.3076923076923075,243.34615384615384,5.5,3,Support Heavy
C1042,60.76,4.0,15.55,9.15,259.895,6.0,2,Low Engagement
C1043,698.6,6.0,9.61111111111111,5.5,183.34444444444443,4.0,0,High Value
C1044,246.76,4.0,13.0,6.833333333333333,180.86666666666667,5.0,0,High Value
C1045,2578.28,10.0,8.714285714285714,4.285714285714286,241.20000000000002,6.4,1,Growing Users
C1046,294.52,3.0,2.1875,0.625,165.7875,5.833333333333333,0,High Value
C1047,80.36,9.0,20.0,10.285714285714286,233.7428571428571,5.0,2,Low Engagement
C1048,658.68,5.0,3.4444444444444446,1.6111111111111112,193.27222222222224,5.0,0,High Value
C1049,4676.88,16.0,10.666666666666666,6.0,228.63333333333335,6.714285714285714,1,Growing Users
C1050,1825.3600000000001,10.0,9.181818181818182,4.636363636363637,203.86363636363637,6.0,1,Growing Users
C1051,262.68,5.0,18.4,10.4,257.26,7.2,2,Low Engagement
C1052,390.04,13.0,11.5,7.375,266.4875,5.25,3,Support Heavy
C1053,310.44,8.0,5.6,2.8666666666666667,134.4933333333333,6.5,0,High Value
C1054,818.36,9.0,7.0,4.5,412.45,5.333333333333333,3,Support Heavy
C1055,68.6,6.0,7.444444444444445,3.5555555555555554,145.66111111111113,6.0,0,High Value
C1056,658.68,5.0,2.3333333333333335,1.0,280.2833333333333,4.5,3,Support Heavy
C1057,76.44,8.0,18.571428571428573,9.714285714285714,219.79285714285714,9.0,2,Low Engagement
C1058,64.68,5.0,9.0,4.6,144.8,9.0,0,High Value
C1059,658.68,5.0,18.833333333333332,11.833333333333334,264.55,6.5,2,Low Engagement
C1060,80.36,9.0,21.38888888888889,12.444444444444445,243.0388888888889,5.5,2,Low Engagement
C1061,310.44,8.0,14.0,8.31578947368421,271.32631578947365,6.5,2,Low Engagement
C1062,358.2,11.0,2.0,0.6666666666666666,146.0,5.0,0,High Value
C1063,56.84,3.0,5.2,2.5,146.06,4.75,0,High Value
C1064,68.6,6.0,8.8,3.9,254.6,8.0,3,Support Heavy
C1065,898.2,11.0,6.0,3.1333333333333333,273.18,6.25,3,Support Heavy
C1066,88.2,11.0,5.333333333333333,2.6666666666666665,234.61666666666667,3.3333333333333335,3,Support Heavy
C1067,326.36,9.0,12.636363636363637,7.545454545454546,214.62727272727273,5.833333333333333,2,Low Engagement
C1068,262.68,5.0,2.5,0.5,312.79999999999995,5.5,3,Support Heavy
C1069,80.36,9.0,15.411764705882353,8.294117647058824,267.58235294117645,7.5,2,Low Engagement
C1071,326.36,9.0,20.5,10.25,242.325,6.0,2,Low Engagement
C1072,278.6,6.0,17.523809523809526,10.047619047619047,232.34285714285713,5.75,2,Low Engagement
C1073,84.28,10.0,8.823529411764707,5.0588235294117645,276.40588235294115,3.25,3,Support Heavy
C1074,294.52,7.0,7.333333333333333,4.0,215.66666666666666,4.4,3,Support Heavy
C1075,738.52,7.0,4.875,2.75,253.825,6.6,3,Support Heavy
C1076,2542.6400000000003,19.0,12.125,5.75,149.575,4.0,1,Growing Users
C1077,80.36,9.0,6.4,3.5,231.76,7.5,3,Support Heavy
C1078,76.44,8.0,3.2,1.3,228.05,6.0,3,Support Heavy
C1079,778.44,8.0,12.166666666666666,7.166666666666667,218.1,7.2,2,Low Engagement
C1080,310.44,8.0,3.625,1.75,227.14999999999998,5.5,3,Support Heavy
C1081,64.68,5.0,2.3333333333333335,0.8888888888888888,240.5222222222222,6.666666666666667,3,Support Heavy
C1082,294.52,7.0,13.142857142857142,5.857142857142857,284.87142857142857,4.333333333333333,3,Support Heavy
C1083,80.36,9.0,6.3,3.1,261.63,5.0,3,Support Heavy
C1085,618.76,4.0,13.625,7.5,158.63750000000002,8.0,0,High Value
C1086,818.36,9.0,2.1904761904761907,1.0,247.0857142857143,2.5,3,Support Heavy
C1087,60.76,4.0,5.0,3.0,184.5,5.75,0,High Value
C1088,310.44,8.0,3.4210526315789473,1.631578947368421,230.11052631578949,6.333333333333333,3,Support Heavy
C1089,294.52,9.0,2.75,1.125,320.4875,7.5,3,Support Heavy
C1090,326.36,9.0,3.0,1.3333333333333333,183.9333333333333,6.333333333333333,0,High Value
C1091,618.76,4.0,6.5,3.0,369.54999999999995,1.0,3,Support Heavy
C1092,68.6,6.0,7.0,2.0,221.8,4.5,3,Support Heavy
C1093,658.68,5.0,13.15,7.95,284.40999999999997,5.4,2,Low Engagement
C1094,1858.76,4.0,17.136363636363637,9.363636363636363,248.61363636363637,5.0,1,Growing Users
C1095,72.52,7.0,7.391304347826087,4.0,227.16086956521738,2.0,3,Support Heavy
C1096,310.44,8.0,15.1,7.5,254.92,6.4,2,Low Engagement
C1097,68.6,6.0,4.0,2.0,350.7,7.0,3,Support Heavy
C1098,818.36,9.0,8.666666666666666,4.222222222222222,284.4111111111111,5.0,3,Support Heavy
C1099,88.2,11.0,5.3076923076923075,2.5384615384615383,149.09230769230768,6.333333333333333,0,High Value
C1100,2098.6,6.0,16.5,8.333333333333334,246.26666666666665,4.5,1,Growing Users
C1101,294.52,7.0,7.217391304347826,3.739130434782609,244.4086956521739,4.0,3,Support Heavy
C1102,2218.52,7.0,14.954545454545455,8.227272727272727,240.34545454545452,6.5,1,Growing Users
C1103,3057.96,14.0,11.38888888888889,7.055555555555555,251.96666666666664,5.0,1,Growing Users
C1104,72.52,7.0,4.666666666666667,2.0,243.9333333333333,2.0,3,Support Heavy
C1105,698.6,6.0,9.083333333333334,5.0,255.6291666666667,6.5,3,Support Heavy
C1106,199.0,1.0,4.75,2.75,265.70000000000005,4.333333333333333,3,Support Heavy
C1107,64.68,5.0,10.076923076923077,5.230769230769231,128.42307692307693,4.75,0,High Value
C1108,68.6,6.0,13.291666666666666,8.125,248.1,8.5,2,Low Engagement
C1109,262.68,5.0,17.26086956521739,9.478260869565217,237.0608695652174,6.166666666666667,2,Low Engagement
C1110,294.52,7.0,11.666666666666666,6.166666666666667,300.6333333333333,7.0,2,Low Engagement
C1111,658.68,5.0,13.857142857142858,8.142857142857142,293.65714285714284,5.166666666666667,2,Low Engagement
C1112,72.52,7.0,12.3125,7.1875,131.1,6.0,0,High Value
C1113,2578.28,10.0,18.75,14.5,224.575,5.0,1,Growing Users
C1114,80.36,9.0,21.5,13.5,355.95,4.5,2,Low Engagement
C1115,88.2,11.0,8.0,2.75,231.42499999999998,6.0,3,Support Heavy
C1116,80.36,9.0,3.0,2.0,206.0,5.2,3,Support Heavy
C1117,738.52,7.0,7.0,5.0,279.7,4.666666666666667,3,Support Heavy
C1118,278.6,6.0,4.166666666666667,1.5,215.79999999999998,2.0,3,Support Heavy
C1119,72.52,7.0,7.944444444444445,4.333333333333333,248.10000000000002,7.333333333333333,3,Support Heavy
C1120,310.44,8.0,7.571428571428571,4.428571428571429,298.7714285714286,5.0,3,Support Heavy
C1121,1858.76,4.0,17.19047619047619,9.047619047619047,266.49523809523805,6.0,1,Growing Users
C1122,310.44,8.0,6.375,3.25,164.5875,5.0,0,High Value
C1123,92.12,12.0,12.875,8.0,280.725,5.0,2,Low Engagement
C1124,278.6,6.0,5.4,3.2,310.65999999999997,6.0,3,Support Heavy
C1125,88.2,11.0,12.214285714285714,6.928571428571429,138.44285714285715,5.6,0,High Value
C1126,96.04,13.0,13.2,8.733333333333333,268.49333333333334,5.25,2,Low Engagement
C1127,278.6,6.0,17.3,9.1,241.11999999999998,4.166666666666667,2,Low Engagement
C1128,88.2,11.0,20.3125,11.6875,241.3875,6.5,2,Low Engagement
C1129,858.28,10.0,7.125,4.0,214.6625,6.333333333333333,3,Support Heavy
C1130,80.36,9.0,18.1,10.8,261.88,8.333333333333334,2,Low Engagement
C1131,525.36,10.0,6.142857142857143,3.0952380952380953,197.4047619047619,4.75,0,High Value
C1134,56.84,3.0,18.875,9.666666666666666,246.07500000000002,5.666666666666667,2,Low Engagement
C1135,246.76,4.0,11.357142857142858,6.785714285714286,233.9857142857143,4.666666666666667,3,Support Heavy
C1137,342.28,10.0,13.75,7.75,170.825,5.5,0,High Value
C1138,84.28,10.0,16.666666666666668,8.333333333333334,200.43333333333337,5.0,2,Low Engagement
C1139,68.6,6.0,11.722222222222221,6.0,275.17777777777775,5.25,3,Support Heavy
C1140,278.6,6.0,9.0,3.75,195.425,5.285714285714286,0,High Value
C1141,278.6,6.0,5.913043478260869,3.0869565217391304,295.21304347826083,4.0,3,Support Heavy
C1142,326.36,9.0,12.272727272727273,6.863636363636363,264.69545454545454,6.75,2,Low Engagement
C1143,88.2,11.0,6.125,3.25,147.14375,4.5,0,High Value
C1144,2698.2,11.0,18.0,10.916666666666666,283.10833333333335,5.0,1,Growing Users
C1145,68.6,6.0,14.227272727272727,7.681818181818182,277.54090909090905,5.0,2,Low Engagement
C1146,294.52,7.0,5.5,2.8333333333333335,244.19583333333333,3.5,3,Support Heavy
C1147,262.68,5.0,12.357142857142858,6.071428571428571,285.2142857142857,4.5,3,Support Heavy
C1148,778.44,8.0,4.5,1.75,208.20000000000002,3.0,3,Support Heavy
C1149,1978.68,5.0,3.380952380952381,1.8571428571428572,281.87142857142857,5.0,3,Support Heavy
C1151,778.44,8.0,7.764705882352941,4.529411764705882,111.0,2.0,0,High Value
C1152,294.52,7.0,3.8,1.4,177.34,5.2,0,High Value
C1153,618.76,4.0,6.0,2.2,231.35999999999999,8.0,3,Support Heavy
C1154,723.3599999999999,10.0,2.6666666666666665,1.3333333333333333,219.30000000000004,6.0,3,Support Heavy
C1155,2098.6,6.0,6.0625,2.875,270.1875,6.666666666666667,1,Growing Users
C1156,2218.52,7.0,8.5,4.6,297.44,6.5,1,Growing Users
C1157,230.84,3.0,6.909090909090909,3.5454545454545454,237.36363636363637,5.166666666666667,3,Support Heavy
C1158,84.28,10.0,9.136363636363637,4.409090909090909,231.14545454545453,5.666666666666667,3,Support Heavy
C1159,80.36,9.0,12.5,6.5,238.2,5.333333333333333,3,Support Heavy
C1160,68.6,6.0,10.0,4.0,228.8,5.0,3,Support Heavy
C1161,246.76,4.0,2.75,1.125,282.5125,4.0,3,Support Heavy
C1162,2098.6,6.0,6.5,3.5,137.79999999999998,5.666666666666667,0,High Value
C1163,278.6,6.0,5.5625,2.8125,248.9625,4.0,3,Support Heavy
C1164,80.36,9.0,17.0,9.266666666666667,249.8,4.666666666666667,2,Low Engagement
C1165,72.52,7.0,15.3,9.3,251.84,5.4,2,Low Engagement
C1166,2338.44,8.0,6.2,4.2,209.94,4.0,1,Growing Users
C1167,278.6,6.0,3.142857142857143,1.2380952380952381,234.7047619047619,6.75,3,Support Heavy
C1168,56.84,3.0,21.2,10.933333333333334,263.61333333333334,6.5,2,Low Engagement
C1169,658.68,5.0,4.0,1.75,273.725,9.333333333333334,3,Support Heavy
C1170,76.44,8.0,12.333333333333334,7.666666666666667,152.11666666666667,4.5,0,High Value
C1173,76.44,8.0,8.75,5.0,142.85,5.0,0,High Value
C1174,230.84,3.0,12.6,5.6,187.14000000000001,6.0,0,High Value
C1175,56.84,3.0,5.15,2.35,234.58,5.714285714285714,3,Support Heavy
C1176,72.52,7.0,12.0,5.8,159.62,4.8,0,High Value
C1177,72.52,7.0,17.5,11.142857142857142,291.5285714285714,5.2,2,Low Engagement
